Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),price(in lakhs)_Scaled
1286,2019 Maruti Alto K10 VXI,May-19,Comprehensive,Petrol,5,58231.0,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.32,-0.04669556173784652
1287,2017 Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,Third Party insurance,Petrol,5,70000.0,1197 cc,2017,Power Steering,1197.0,8186.0,8186.0,11375.0,4.0,-0.04649946754993248
1288,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Jul-21,Third Party insurance,Petrol,5,13000.0,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,8.9,-0.04508643590172835
1289,2020 Maruti Alto 800 VXI BSVI,Dec-20,Comprehensive,Petrol,5,32997.0,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.39,-0.046675375571443606
1290,2015 Honda Jazz 1.2 VX i VTEC,Aug-15,Comprehensive,Petrol,5,41203.0,First Owner,Manual,2015,18.7,1199.0,1199.0,887.0,3.99,-0.04650235128799003
1291,2015 Volkswagen Vento 1.5 TDI Highline,2015,Third Party insurance,Diesel,5,90000.0,1498 cc,2015,Power Steering,1498.0,1032.0,1032.0,250.0,3.5,-0.04664365445281045
1292,2019 Ford Aspire Titanium Plus BSIV,Jul-19,Comprehensive,Petrol,5,6818.0,First Owner,Manual,2019,19.4,1194.0,1194.0,9493.0,5.4,-0.04609574422187415
1293,2016 Honda City i DTec SV,Jan-16,Comprehensive,Diesel,5,44000.0,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,-0.04606690684129856
1294,2019 Honda City i-DTEC ZX,Mar-19,Third Party insurance,Diesel,5,29200.0,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,-0.04512969197259174
1295,2011 Hyundai i10 Magna 1.1L,Apr-11,Comprehensive,Petrol,5,16016.0,First Owner,Manual,2011,1086.0,6805.0,6805.0,9904.0,1.85,-0.04711947123230775
1296,2020 Maruti S-Presso VXI Plus 2019-2022,Sep-20,Comprehensive,Petrol,5,26638.0,First Owner,Manual,2020,21.7,998.0,998.0,6571.0,4.19,-0.04644467652683885
1297,2016 Honda City i DTec SV,Jan-16,Comprehensive,Diesel,5,44000.0,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,-0.04606690684129856
1298,2020 Maruti Wagon R CNG LXI,Feb-20,Comprehensive,CNG,5,18930.0,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.79,-0.04627165224338528
1299,2019 Porsche Cayenne Base,Apr-19,Third Party insurance,Petrol,5,5700.0,First Owner,Automatic,2019,2995.0,340.0,340.0,450.0,1.05,-0.047350170276912504
1300,2019 Honda City i-DTEC ZX,Mar-19,Third Party insurance,Diesel,5,29200.0,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,-0.04512969197259174
1301,2019 Maruti Wagon R CNG LXI,Jun-19,Comprehensive,CNG,5,26580.0,First Owner,Manual,2019,998.0,5833.0,5833.0,78.0,4.49,-0.04635816438511206
1302,2018 Honda BR-V i-VTEC V MT,Feb-18,Comprehensive,Petrol,7,35000.0,First Owner,Manual,2018,15.4,1497.0,1497.0,1173.0,7.45,-0.04550457792007447
1303,2018 Audi Q3 30 TFSI Premium FWD,Jun-18,Comprehensive,Petrol,5,32000.0,First Owner,Automatic,2018,16.9,1395.0,1395.0,14751.0,21.0,-0.041597112852081446
1304,2019 Hyundai Creta 1.6 SX Automatic Diesel,Apr-19,Comprehensive,Diesel,5,68499.0,First Owner,Automatic,2019,17.6,1582.0,1582.0,1262.0,10.83,-0.04452987445661938
1305,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,May-18,Comprehensive,Diesel,5,53750.0,First Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,6.85,-0.04567760220352804
1306,2019 Maruti Alto 800 VXI BSVI,May-19,Comprehensive,Petrol,5,48341.0,First Owner,Manual,2019,22.05,796.0,796.0,4733.0,3.03,-0.04677919014151574
1307,2018 Lamborghini Urus V8,Sep-18,Third Party insurance,Petrol,5,25000.0,First Owner,Automatic,2018,3996.0,641.0,641.0,850.0,3.6,-0.04661481707223485
1308,2018 Maruti Wagon R VXI 1.2 BSIV,Feb-18,Comprehensive,Petrol,5,34260.0,First Owner,Manual,2018,21.5,1197.0,1197.0,8180.0,3.95,-0.04651388624022028
1309,2018 Ford Ecosport 1.5 Diesel Trend BSIV,Dec-18,Comprehensive,Diesel,5,48380.0,Second Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,5.83,-0.0459717434853991
1310,2018 Hyundai Creta 1.6 CRDi SX Plus,Nov-18,Third Party insurance,Diesel,5,52000.0,First Owner,Manual,2018,19.67,1582.0,1582.0,1262.0,9.95,-0.044783643405684616
1311,2016 Maruti Omni E MPI STD,Mar-16,Comprehensive,Petrol,8,23022.0,Second Owner,Manual,2016,796.0,342.0,342.0,59.0,2.25,-0.04700412171000538
1312,2019 Maruti Alto K10 VXI Optional,Jun-19,Comprehensive,Petrol,5,26610.0,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.65,-0.04660039838194705
1313,2018 Maruti Ertiga 1.5 VDI,Apr-18,Comprehensive,Diesel,7,66019.0,First Owner,Manual,2018,24.2,1498.0,1498.0,9387.0,7.75,-0.045418065778347685
1314,2014 Maruti Alto K10 2010-2014 VXI,Aug-14,Comprehensive,Petrol,5,42320.0,First Owner,Manual,2014,998.0,671.0,671.0,90.0,2.29,-0.04699258675777514
1315,2020 Maruti Wagon R CNG LXI,Feb-20,Comprehensive,CNG,5,25484.0,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.77,-0.0462774197195004
1316,2013 Maruti Zen Estilo LXI,Apr-15,Comprehensive,Petrol,5,25171.0,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.22,-0.047012772924178055
1317,2011 Hyundai i20 1.4 CRDi Asta,May-11,Comprehensive,Diesel,5,78006.0,Second Owner,Manual,2011,23.0,1396.0,1396.0,904000.0,2.55,-0.04691760956827859
1318,2018 Nissan Micra XL CVT,Jan-19,Comprehensive,Petrol,5,21607.0,First Owner,Automatic,2018,19.34,1198.0,1198.0,7594.0,4.7,-0.046297605885903315
1319,2019 Kia Seltos GTX Plus DCT,Nov-19,Comprehensive,Petrol,5,52162.0,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,11.92,-0.04421554700834541
1320,2016 BMW 7 Series 730Ld Design Pure Excellence,Nov-16,Comprehensive,Diesel,5,23435.0,First Owner,Automatic,2016,16.77,2993.0,2993.0,26149.0,45.0,-0.034676141513938816
1321,2021 Skoda Kushaq 1.0 TSI Style BSVI,Nov-21,Comprehensive,Petrol,5,20336.0,First Owner,Manual,2021,19.2,999.0,999.0,11398.0,12.81,-0.043958894321222616
1322,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,Jun-18,Comprehensive,Diesel,5,68591.0,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,6.75,-0.045706439584103635
1323,2014 Maruti Swift VDI BSIV,Oct-14,Comprehensive,Diesel,5,65341.0,First Owner,Manual,2014,25.2,1248.0,1248.0,74.0,3.44,-0.046660956881155805
1324,2017 Datsun RediGO 1.0 T Option,Nov-17,Comprehensive,Petrol,5,23329.0,First Owner,Manual,2017,22.5,999.0,999.0,67.0,2.72,-0.046868586021300083
1325,2015 Honda City i DTEC VX,Nov-15,Comprehensive,Diesel,5,84000.0,First Owner,Manual,2015,25.1,1498.0,1498.0,986.0,5.25,-0.04613900029273755
1326,2018 Toyota Corolla Altis 1.4 DG,Feb-18,Comprehensive,Diesel,5,19000.0,First Owner,Manual,2018,21.43,1364.0,1364.0,8679.0,14.95,-0.0433417743769049
1327,2013 Maruti Ritz LDi,Oct-13,Comprehensive,Diesel,5,100500.0,Third Owner,Manual,2013,1248.0,7394.0,7394.0,190.0,2.45,-0.04694644694885419
1328,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,Jan-19,Third Party insurance,Diesel,5,58500.0,First Owner,Manual,2019,23.0,1498.0,1498.0,9896.0,6.65,-0.045735276964679224
1329,2018 Volvo S60 Cross Country D4 AWD BSIV,May-18,Comprehensive,Diesel,5,66455.0,First Owner,Automatic,2018,19.6,2400.0,2400.0,190.0,19.35,-0.04207292963157875
1330,2023 Maruti Celerio ZXI Plus,Mar-23,Comprehensive,Petrol,5,1229.0,First Owner,Manual,2023,24.97,998.0,998.0,6571.0,5.9,-0.04595155731899618
1331,2022 Audi Q5 Premium plus BSVI,Sep-22,Third Party insurance,Petrol,5,12100.0,First Owner,Automatic,2022,245.59,370.0,370.0,19.0,50.0,-0.0332342724851591
1332,2021 Kia Sonet HTX Turbo DCT,Feb-21,Comprehensive,Petrol,5,26597.0,First Owner,Automatic,2021,18.2,998.0,998.0,11835.0,9.25,-0.04498550506971377
1333,2015 Maruti Swift VXI BSIV,Jun-15,Comprehensive,Petrol,5,73616.0,First Owner,Manual,2015,22.0,1197.0,1197.0,8180.0,3.75,-0.04657156100137146
1334,2011 Hyundai i20 Magna,Feb-12,Comprehensive,Petrol,5,53657.0,First Owner,Manual,2011,18.5,1197.0,1197.0,805200.0,2.63,-0.04689453966381812
1335,2014 Hyundai EON D Lite Plus,Oct-14,Comprehensive,Petrol,5,37016.0,First Owner,Manual,2014,814.0,552.0,552.0,745.0,2.05,-0.04706179647115656
1336,2017 Honda Jazz 1.2 SV i VTEC,May-17,Comprehensive,Petrol,5,62466.0,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,3.9,-0.046528304930508066
1337,2021 Hyundai Grand i10 Nios Sportz,Sep-21,Comprehensive,Petrol,5,20041.0,First Owner,Manual,2021,20.7,1197.0,1197.0,8186.0,6.19,-0.04586792891532696
1338,2017 Maruti Swift VXI,Jan-17,Comprehensive,Petrol,5,49000.0,First Owner,Manual,2017,21.21,1197.0,1197.0,8180.0,3.65,-0.04660039838194705
1339,2014 Maruti Swift Dzire VXI,Mar-14,Comprehensive,Petrol,5,44669.0,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,3.79,-0.04656002604914122
1340,2019 Hyundai Grand i10 Nios AMT Sportz,Dec-19,Comprehensive,Petrol,5,28500.0,First Owner,Automatic,2019,20.7,1197.0,1197.0,8186.0,5.45,-0.04608132553158636
1341,2014 Maruti Wagon R VXi BSII,Aug-14,Comprehensive,Petrol,5,19843.0,First Owner,Manual,2014,998.0,671.0,671.0,90.0,3.05,-0.04677342266540062
1342,2014 Maruti Swift Dzire VXI,Oct-14,Comprehensive,Petrol,5,44800.0,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,3.81,-0.0465542585730261
1343,2016 Maruti Swift VXI,Apr-16,Comprehensive,Petrol,5,44275.0,First Owner,Manual,2016,21.21,1197.0,1197.0,8180.0,3.75,-0.04657156100137146
1344,2020 Maruti Swift VXI,Oct-20,Comprehensive,Petrol,5,27012.0,First Owner,Manual,2020,21.21,1197.0,1197.0,8180.0,5.45,-0.04608132553158636
1345,2018 Maruti Wagon R VXI AMT 1.2,Nov-18,Comprehensive,Petrol,5,35629.0,First Owner,Automatic,2018,20.52,1197.0,1197.0,8180.0,4.25,-0.04642737409849349
1346,2017 Maruti Alto K10 VXI,Jun-17,Comprehensive,Petrol,5,37009.0,First Owner,Manual,2017,23.95,998.0,998.0,6705.0,2.75,-0.046859934807127405
1347,2011 Hyundai i10 Sportz AT,Aug-11,Comprehensive,Petrol,5,28000.0,First Owner,Automatic,2011,16.95,1197.0,1197.0,789.0,2.7,-0.04687435349741521
1348,2014 Hyundai i10 Sportz 1.1L,Jan-14,Comprehensive,Petrol,5,46022.0,First Owner,Manual,2014,19.81,1086.0,1086.0,6805.0,2.35,-0.04697528432942978
1349,2009 Hyundai i10 Era 1.1,2009,Third Party insurance,Petrol,5,100000.0,First Owner,Manual,2009,1086.0,6805.0,6805.0,9904.0,1.25,-0.04729249551576132
1350,2018 Maruti Ertiga BSIV VXI,Dec-18,Comprehensive,Petrol,7,22302.0,First Owner,Manual,2018,17.5,1373.0,1373.0,911.0,6.9,-0.04566318351324024
1351,2021 Audi Q8 55 TFSI Quattro BSVI,Oct-21,Third Party insurance,Petrol,5,17000.0,Second Owner,Automatic,2021,9.8,2995.0,2995.0,340.0,80.0,-0.024583058312480813
1352,2023 Tata Harrier XZA Plus Red Dark Diesel AT BSVI,May-23,Comprehensive,Diesel,5,7400.0,First Owner,Automatic,2023,14.6,1956.0,1956.0,16767.0,20.25,-0.0418133932063984
1353,2018 Datsun RediGO T Option,Apr-18,Comprehensive,Petrol,5,17024.0,Second Owner,Manual,2018,22.7,799.0,799.0,5364.0,2.72,-0.046868586021300083
1354,2014 Toyota Etios Liva VXD,Nov-14,Comprehensive,Diesel,5,71649.0,First Owner,Manual,2014,23.59,1364.0,1364.0,6704.0,3.32,-0.04669556173784652
1355,2022 Maruti Wagon R LXI,Nov-22,Comprehensive,Petrol,5,9016.0,First Owner,Manual,2022,998.0,6705.0,6705.0,90.0,5.05,-0.04619667505388873
1356,2015 Toyota Etios V,Oct-15,Comprehensive,Petrol,5,44999.0,First Owner,Manual,2015,16.78,1496.0,1496.0,8873.0,3.74,-0.04657444473942902
1357,2016 Renault Duster 85PS Diesel RxS,Aug-16,Comprehensive,Diesel,5,78106.0,First Owner,Manual,2016,19.87,1461.0,1461.0,838.0,5.1,-0.04618225636360094
1358,2015 Hyundai EON Era Plus,Feb-15,Comprehensive,Petrol,5,34016.0,First Owner,Manual,2015,814.0,552.0,552.0,745.0,2.15,-0.047032959090580966
1359,2014 Maruti Swift VDI BSIV,Sep-14,Comprehensive,Diesel,5,85692.0,First Owner,Manual,2014,25.2,1248.0,1248.0,74.0,3.47,-0.04665230566698313
1360,2021 Tata Nexon XM BSVI,Mar-21,Third Party insurance,Petrol,5,6500.0,First Owner,Manual,2021,17.33,1199.0,1199.0,11835.0,7.98,-0.04535173980302382
1361,2021 Hyundai Venue SX Turbo,Mar-21,Comprehensive,Petrol,5,35080.0,First Owner,Manual,2021,18.27,998.0,998.0,11835.0,8.99,-0.04506048225921032
1362,2016 Volkswagen Polo 1.2 MPI Comfortline,Jun-16,Comprehensive,Petrol,5,77727.0,First Owner,Manual,2016,16.2,1199.0,1199.0,74.0,3.77,-0.04656579352525634
1363,2014 Hyundai i20 Sportz 1.2,Oct-14,Comprehensive,Petrol,5,43000.0,First Owner,Manual,2014,18.5,1197.0,1197.0,8285.0,3.49,-0.046646538190868
1364,2019 Hyundai Grand i10 Sportz Petrol BSIV,Mar-19,Comprehensive,Petrol,5,30000.0,First Owner,Manual,2019,18.9,1197.0,1197.0,8186.0,4.25,-0.04642737409849349
1365,2016 Mahindra NuvoSport N6,Nov-16,Comprehensive,Diesel,7,42364.0,First Owner,Manual,2016,17.45,1493.0,1493.0,100.0,4.5,-0.046355280647054506
1366,2015 Honda Brio VX AT,Sep-15,Comprehensive,Petrol,5,7000.0,Second Owner,Automatic,2015,16.5,1198.0,1198.0,868.0,4.95,-0.04622551243446433
1367,2016 Honda Jazz 1.2 V i VTEC,Nov-16,Comprehensive,Petrol,5,54000.0,First Owner,Manual,2016,18.7,1199.0,1199.0,887.0,3.95,-0.04651388624022028
1368,2009 Maruti Swift Dzire VXi,Jan-09,Comprehensive,Petrol,5,45000.0,First Owner,Manual,2009,17.5,1298.0,1298.0,858.0,2.25,-0.04700412171000538
1369,2013 Maruti Swift Dzire VXI,Nov-13,Comprehensive,Petrol,5,44018.0,First Owner,Manual,2013,19.1,1197.0,1197.0,858.0,3.45,-0.04665807314309825
1370,2020 Honda Civic VX,Jan-20,Third Party insurance,Petrol,5,18500.0,First Owner,Automatic,2020,16.5,1799.0,1799.0,13946.0,12.9,-0.04393294067870458
1371,2011 Hyundai Santro Xing GLS,Sep-11,Comprehensive,Petrol,5,43002.0,First Owner,Manual,2011,17.92,1086.0,1086.0,621.0,1.75,-0.04714830861288335
1372,2020 Mercedes-Benz GLC 200,Dec-20,Third Party insurance,Petrol,5,13200.0,First Owner,Automatic,2020,12.74,1991.0,1991.0,197.0,50.0,-0.0332342724851591
1373,2019 Renault KWID 1.0 RXT Optional,Sep-19,Comprehensive,Petrol,5,69381.0,First Owner,Manual,2019,23.01,999.0,999.0,67.0,3.27,-0.04670998042813431
1374,2015 Hyundai Creta 1.6 CRDi SX Option,Sep-15,Comprehensive,Diesel,5,64275.0,First Owner,Manual,2015,19.67,1582.0,1582.0,1262.0,6.28,-0.04584197527280892
1375,2021 Mahindra Thar LX 4-Str Convert Top AT BSVI,Feb-21,Comprehensive,Petrol,4,7421.0,First Owner,Automatic,2021,15.2,1997.0,1997.0,150.0,12.49,-0.04405117393906452
1376,2021 Honda City ZX CVT,Dec-21,Comprehensive,Petrol,5,5252.0,First Owner,Automatic,2021,18.3,1498.0,1498.0,11935.0,12.07,-0.04417229093748202
1377,2014 Toyota Etios V,Jan-15,Comprehensive,Petrol,5,63663.0,First Owner,Manual,2014,16.78,1496.0,1496.0,8873.0,3.41,-0.04666960809532848
1378,2015 Honda City i VTEC VX,Apr-15,Comprehensive,Petrol,5,60545.0,First Owner,Manual,2015,17.8,1497.0,1497.0,1173.0,5.55,-0.04605248815101076
1379,2016 Honda Amaze S i-VTEC,Oct-16,Comprehensive,Petrol,5,85602.0,First Owner,Manual,2016,17.8,1198.0,1198.0,867.0,3.33,-0.046692677999788955
1380,2019 Toyota Fortuner 2.8 4WD AT BSIV,Sep-19,Comprehensive,Diesel,7,35902.0,First Owner,Automatic,2019,15.04,2755.0,2755.0,1745.0,28.0,-0.03957849621178985
1381,2018 Hyundai Creta 1.6 SX Option,Aug-18,Comprehensive,Petrol,5,87172.0,First Owner,Manual,2018,15.8,1591.0,1591.0,1213.0,7.88,-0.04538057718359942
1382,2014 Volkswagen Polo Petrol Highline 1.2L,Oct-14,Comprehensive,Petrol,5,52950.0,Second Owner,Manual,2014,16.47,1198.0,1198.0,739.0,3.72,-0.04658021221554414
1383,2016 Hyundai Verna 1.6 VTVT S,Jan-16,Comprehensive,Petrol,5,42005.0,First Owner,Manual,2016,17.01,1591.0,1591.0,1213.0,4.71,-0.04629472214784575
1384,2018 Hyundai Creta 1.6 SX Option,Nov-18,Comprehensive,Petrol,5,64000.0,First Owner,Manual,2018,15.8,1591.0,1591.0,1213.0,8.25,-0.045273878875469714
1385,2019 Hyundai Verna VTVT 1.6 SX Option,Nov-19,Comprehensive,Petrol,5,32000.0,First Owner,Manual,2019,17.0,1591.0,1591.0,1213.0,8.25,-0.045273878875469714
1386,2018 Hyundai Creta 1.6 SX Option,Jun-18,Comprehensive,Petrol,5,65000.0,First Owner,Manual,2018,15.8,1591.0,1591.0,1213.0,8.5,-0.04520178542403073
1387,2018 Hyundai Elantra 2.0 SX,Aug-18,Comprehensive,Petrol,5,21000.0,First Owner,Manual,2018,14.59,1999.0,1999.0,14992.0,8.85,-0.045100854592016154
1388,2016 Toyota Corolla Altis 1.8 G CVT,Apr-16,Comprehensive,Petrol,5,39450.0,First Owner,Automatic,2016,14.28,1798.0,1798.0,13803.0,8.15,-0.04530271625604531
1389,2017 Hyundai Elantra 2.0 SX,Apr-19,Comprehensive,Petrol,5,32000.0,First Owner,Manual,2017,14.59,1999.0,1999.0,14992.0,8.85,-0.045100854592016154
1390,2018 Honda WR-V i-VTEC VX,Jun-18,Comprehensive,Petrol,5,60314.0,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,5.75,-0.04599481338985958
1391,2018 Hyundai Verna VTVT 1.4 EX,Dec-18,Comprehensive,Petrol,5,4000.0,First Owner,Manual,2018,19.1,1368.0,1368.0,986.0,7.49,-0.04549304296784423
1392,2017 Maruti Ciaz Delta Diesel,Nov-17,Comprehensive,Diesel,5,65000.0,First Owner,Automatic,2017,28.09,1248.0,1248.0,8850.0,5.25,-0.04613900029273755
1393,2015 Hyundai Creta 1.6 CRDi SX Option,Dec-15,Comprehensive,Diesel,5,78019.0,First Owner,Manual,2015,19.67,1582.0,1582.0,1262.0,6.39,-0.04581025415417578
1394,2020 Renault Duster RXZ,Sep-20,Comprehensive,Petrol,5,42970.0,First Owner,Manual,2020,16.42,1498.0,1498.0,10455.0,7.64,-0.04544978689698085
1395,2010 Toyota Innova 2.5 GX 7 STR BSIV,Jun-10,Comprehensive,Diesel,7,176000.0,First Owner,Manual,2010,12.8,2494.0,2494.0,102.0,4.4,-0.046384118027630095
1396,2019 Maruti Wagon R VXI 1.2,Feb-19,Comprehensive,Petrol,5,24100.0,First Owner,Manual,2019,20.52,1197.0,1197.0,8180.0,4.74,-0.046286070933673075
1397,2015 Maruti Baleno 1.2 Alpha,Dec-15,Comprehensive,Petrol,5,51123.0,First Owner,Manual,2015,21.4,1197.0,1197.0,831.0,4.71,-0.04629472214784575
1398,2016 Skoda Octavia Ambition 1.4 TSI MT,May-16,Comprehensive,Petrol,5,66000.0,First Owner,Manual,2016,16.8,1395.0,1395.0,13802.0,5.95,-0.045937138628708386
1399,2015 Maruti Baleno 1.3 Zeta,Feb-16,Comprehensive,Diesel,5,48405.0,First Owner,Manual,2015,27.39,1248.0,1248.0,74.0,4.98,-0.04621686122029165
1400,2013 Audi A6 2.0 TDI Premium Plus,Nov-13,Comprehensive,Diesel,5,52305.0,First Owner,Automatic,2013,17.68,1968.0,1968.0,17433.0,10.75,-0.04455294436107986
1401,2015 Hyundai Grand i10 CRDi Asta,Jun-15,Comprehensive,Diesel,5,46488.0,Second Owner,Manual,2015,24.0,1120.0,1120.0,70.0,3.71,-0.046583095953601696
1402,2018 Hyundai i20 Diesel Sportz,Jan-19,Comprehensive,Diesel,5,71842.0,First Owner,Manual,2018,22.54,1396.0,1396.0,8876.0,5.29,-0.04612746534050731
1403,2014 Honda City i DTEC SV,Jul-14,Comprehensive,Diesel,5,91000.0,Third Owner,Manual,2014,26.0,1498.0,1498.0,986.0,3.95,-0.04651388624022028
1404,2013 Hyundai i20 Magna 1.4 CRDi (Diesel),Jul-13,Comprehensive,Diesel,5,51334.0,First Owner,Manual,2013,21.9,1396.0,1396.0,8876.0,2.8,-0.046845516116839604
1405,2016 Toyota Fortuner 2.8 2WD AT BSIV,Apr-16,Comprehensive,Diesel,7,72560.0,First Owner,Automatic,2016,12.9,2755.0,2755.0,1745.0,16.7,-0.042837120216832
1406,2018 Hyundai Santro Sportz BSIV,Dec-18,Comprehensive,Petrol,5,68000.0,First Owner,Manual,2018,20.3,1086.0,1086.0,68.0,3.85,-0.04654272362079587
1407,2014 Maruti Swift Dzire VXI,Jan-14,Comprehensive,Petrol,5,45000.0,First Owner,Manual,2014,22.41,1197.0,1197.0,8850.0,3.6,-0.04661481707223485
1408,2013 Mitsubishi Cedia Sports,Mar-13,Comprehensive,Petrol,5,44000.0,First Owner,Manual,2013,13.17,1999.0,1999.0,114.0,3.95,-0.04651388624022028
1409,2016 Skoda Superb LK 1.8 TSI AT,Jul-16,Comprehensive,Petrol,5,47000.0,First Owner,Automatic,2016,14.67,1798.0,1798.0,17746.0,10.95,-0.04449526959992867
1410,2016 Toyota Fortuner 4x2 AT,May-16,Comprehensive,Diesel,7,92044.0,First Owner,Automatic,2016,12.55,2982.0,2982.0,1685.0,16.5,-0.04289479497798319
1411,2018 Audi Q7 45 TDI Quattro Technology,2018,Third Party insurance,Diesel,7,40000.0,First Owner,Automatic,2018,14.75,2967.0,2967.0,245.0,46.0,-0.03438776770818287
1412,2015 Honda City i VTEC VX,Apr-15,Comprehensive,Petrol,5,60545.0,First Owner,Manual,2015,17.4,1497.0,1497.0,1173.0,5.5,-0.04606690684129856
1413,2014 Maruti Ritz VDi,Oct-14,Comprehensive,Diesel,5,79097.0,First Owner,Manual,2014,1248.0,7394.0,7394.0,190.0,3.29,-0.046704212952019195
1414,2013 Maruti Swift Dzire VXI,Jan-14,Comprehensive,Petrol,5,68619.0,Second Owner,Manual,2013,19.1,1197.0,1197.0,858.0,3.44,-0.046660956881155805
1415,2014 Audi Q5 30 TDI quattro Premium,May-14,Comprehensive,Diesel,5,34452.0,First Owner,Automatic,2014,14.16,1968.0,1968.0,1743.0,16.75,-0.0428227015265442
1416,2017 Hyundai Grand i10 1.2 CRDi Sportz,Jul-17,Comprehensive,Diesel,5,40326.0,First Owner,Manual,2017,24.0,1186.0,1186.0,7397.0,5.22,-0.04614765150691023
1417,2019 Datsun GO T Option,Sep-19,Comprehensive,Petrol,5,40021.0,First Owner,Manual,2019,19.02,1198.0,1198.0,6705.0,3.92,-0.046522537454392957
1418,2019 Maruti Wagon R LXI,Nov-19,Comprehensive,Petrol,5,44000.0,First Owner,Manual,2019,998.0,6705.0,6705.0,90.0,3.99,-0.04650235128799003
1419,2019 Maruti Wagon R VXI 1.2,Jan-20,Third Party,Petrol,5,7962.0,First Owner,Manual,2019,20.52,1197.0,1197.0,8180.0,4.89,-0.04624281486280969
1420,2012 Toyota Innova 2.5 VX 7 STR BSIV,Jun-12,Comprehensive,Diesel,7,260000.0,First Owner,Manual,2012,12.8,2494.0,2494.0,102.0,6.25,-0.045850626486981606
1421,2018 Nissan Micra Active XV,May-18,Comprehensive,Petrol,5,44508.0,First Owner,Manual,2018,19.69,1198.0,1198.0,6704.0,3.38,-0.04667825930950116
1422,2014 Hyundai Elantra SX AT,Mar-14,Comprehensive,Petrol,5,58958.0,First Owner,Automatic,2014,14.5,1797.0,1797.0,1475.0,5.25,-0.04613900029273755
1423,2018 Maruti Ignis 1.2 Zeta BSIV,Aug-18,Third Party insurance,Petrol,5,44000.0,Second Owner,Manual,2018,20.89,1197.0,1197.0,8180.0,4.65,-0.04631202457619111
1424,2022 Toyota Urban cruiser Premium,May-22,Comprehensive,Petrol,5,48188.0,First Owner,Manual,2022,17.03,1462.0,1462.0,10326.0,8.25,-0.045273878875469714
1425,2009 Hyundai i10 Sportz,Dec-09,Comprehensive,Petrol,5,55000.0,First Owner,Manual,2009,20.36,1197.0,1197.0,789.0,1.51,-0.04721751832626477
1426,2013 Hyundai Grand i10 Magna,Oct-13,Comprehensive,Petrol,5,24268.0,First Owner,Manual,2013,1197.0,82.0,82.0,114.0,2.85,-0.04683109742655181
1427,2019 Hyundai Creta 1.6 CRDi AT SX Plus,Mar-19,Comprehensive,Diesel,5,23000.0,First Owner,Automatic,2019,17.01,1582.0,1582.0,1262.0,10.5,-0.04462503781251884
1428,2020 MG Hector Sharp AT BSIV,Dec-20,Comprehensive,Petrol,5,38502.0,First Owner,Automatic,2020,13.96,1451.0,1451.0,141.0,13.75,-0.04368782294381203
1429,2017 Hyundai Creta 1.6 CRDi SX Plus,Jun-17,Comprehensive,Diesel,5,35000.0,First Owner,Manual,2017,19.67,1582.0,1582.0,1262.0,7.5,-0.04549015922978667
1430,2020 Kia Seltos GTX Plus,Jan-20,Comprehensive,Petrol,5,43487.0,First Owner,Manual,2020,16.5,1353.0,1353.0,13808.0,13.5,-0.043759916395251015
1431,2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Jul-18,Comprehensive,Diesel,5,32000.0,First Owner,Automatic,2018,24.3,1248.0,1248.0,885.0,7.5,-0.04549015922978667
1432,2019 Mercedes-Benz GLA Class 200 d Sport,Apr-19,Third Party insurance,Diesel,5,14400.0,First Owner,Automatic,2019,17.9,2143.0,2143.0,136.0,24.0,-0.04073199143481362
1433,2017 Volkswagen Polo 1.2 MPI Trendline,Oct-17,Comprehensive,Petrol,5,62920.0,First Owner,Manual,2017,1198.0,74.0,74.0,110.0,5.27,-0.046133232816622426
